SR NO,UID,PLAYER NAME,JOIN DATE,METHOD,RANK,STATUS,DEAFULT SCYN,REASON,LEAVE DATE,KICKED SCORE,KICKED STATUS,LAST TOTAL POINTS,CURRENT TOTAL POINTS,THIS WEEK WAR TOTAL POINTS,LAST WEEK WAR TOTAL POINTS,POINTS,WAR POINTS,REQUEST FOR TEMPORARY BREAK,CHANGE NAME,GUILDMATES FRIEND,TOTAL DAYS,MIN POINTS,POINTS LIMIT
232,3835621332,BRIGHTBOY,Dec-1-2024,RECOMMENDED,MEMBER,IN GUILD,FF,,,,STAY IN GUILD AND COMPLATE YOUR POINTS GOOD LUCK,12359,12359,,,O,0,NO,NO,YES,105,4200,10000
233,4550092471,ITS VK KS,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-24-2024,,STAY IN GUILD AND COMPLATE YOUR POINTS GOOD LUCK,550,550,,,O,0,NO,NO,YES,23,920,10000
234,7041233324,BADMASKING,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-6-2024,4,YOU CAN JOIN AFTER 1 DAY,910,910,,,O,0,NO,NO,YES,5,200,10000
235,2350020153,WILD LION,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,low point,Dec-30-2024,1,Average player,830,830,,,O,0,NO,NO,YES,29,1160,10000
236,2550775280,THE AYUSH,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,low point,Dec-30-2024,1,Average player,190,190,,,O,0,NO,NO,YES,29,1160,10000
237,2557397856,SK ARTHIK BOY,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Jan-27-2025,1,Average player,1805,1805,,,O,0,NO,NO,YES,57,2280,10000
238,3901919037,OP PRASAD YT,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Jan-27-2025,1,Average player,1196,1196,,,O,0,NO,NO,YES,57,2280,10000
239,4080214863,TG AJJU,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Jan-27-2025,1,Average player,1804,1804,,,O,0,NO,NO,YES,57,2280,10000
240,4805073694,KUNAL 007,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-6-2024,4,YOU CAN JOIN AFTER 1 DAY,820,820,,,O,0,NO,NO,YES,5,200,10000
241,6868634964,SK GAMER,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-5-2024,3,YOU CAN JOIN AFTER 12 HR,870,870,,,O,0,NO,NO,YES,4,160,10000
242,7660344228,MISS4T,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-24-2024,,STAY IN GUILD AND COMPLATE YOUR POINTS GOOD LUCK,3173,3173,,,O,0,NO,NO,YES,23,920,10000
243,7863785172,ROUNAK 1230,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,low point,Dec-30-2024,1,Average player,860,860,,,O,0,NO,NO,YES,29,1160,10000
244,7871121876,AIR 4S3S,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,kick,Jan-27-2025,1,Average player,2528,2528,,,O,0,NO,NO,YES,57,2280,10000
245,7904308377,TIGER,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-4-2024,4,YOU CAN JOIN AFTER 1 DAY,110,110,,,O,0,NO,NO,YES,3,120,10000
246,8013706045,MR MANNU,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-10-2024,6,WARNING YOU HAVE TO NEED IMPROVEMENT,220,220,,,O,0,NO,NO,YES,9,360,10000
247,8176978679,ANISH,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,low point,Dec-30-2024,1,Average player,1104,1104,,,O,0,NO,NO,YES,29,1160,10000
248,8332749980,IRIS3G3Q3,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,20D OFFLINE,Dec-24-2024,,STAY IN GUILD AND COMPLATE YOUR POINTS GOOD LUCK,2290,2290,,,O,0,NO,NO,YES,23,920,10000
249,9150233333,RTF BAAP JI,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Dec-30-2024,1,Average player,5119,5119,,,O,0,NO,NO,NO,29,1160,10000
250,10119629392,SPIDER-MAN,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,NOT SUFFICIENT POINT AS REQUIRED GUILD,Dec-30-2024,1,Average player,736,736,,,O,0,NO,NO,NO,29,1160,10000
251,9824598514,YEW0T8N9B0T2,Dec-2-2024,INVITE BY GOPI RRR,MEMBER,KICKED,FF,6 DAYS OFFLINE,May-20-2025,1,Average player,2820,2820,,,O,0,NO,NO,YES,169,6760,10000
252,9822448827,BA NOBITA,Dec-2-2024,RECOMMENDED,MEMBER,KICKED,FF,7 DAYS OFFLINE,Dec-29-2024,1,Average player,820,820,,,O,0,NO,NO,YES,27,1080,10000
253,1264004501,ALEX-7,Dec-4-2024,PROFILE,MEMBER,IN GUILD,FF,,,,STAY IN GUILD AND COMPLATE YOUR POINTS GOOD LUCK,5389,5389,,,O,0,NO,NO,YES,102,4080,10000
254,6835637385,BADMAS,Dec-4-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-24-2024,,STAY IN GUILD AND COMPLATE YOUR POINTS GOOD LUCK,130,130,,,O,0,NO,NO,YES,20,800,10000
255,2439396197,I AM OGGY,Dec-4-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Dec-28-2024,1,Average player,70,70,,,O,0,NO,NO,YES,24,960,10000
256,9465055296,NG MK BOSS,Dec-7-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-24-2024,,STAY IN GUILD AND COMPLATE YOUR POINTS GOOD LUCK,30,30,,,O,0,NO,NO,YES,17,680,10000
257,1386828383,NOOB D_E_E_P,Dec-8-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-10-2024,9,YOU HAVE LAST CHANCE,,,,,O,0,NO,NO,YES,2,80,10000
258,9122395635,DEVIL BOY,Dec-9-2024,PROFILE,MEMBER,KICKED,FF,5 DAYS OFLINE,18/12/2024,1,10 DAYS OFLINE,,,,,O,0,0,NO,NO,-4709,-188360,10000
259,7186850953,DD ❤️ LOVE,Dec-10-2024,RECOMMENDED,MEMBER,KICKED,FF,low point,Dec-30-2024,1,Average player,590,590,0,0,O,0,NO,NO,YES,20,800,10000
260,5001253397,UP KINGS,Dec-11-2024,RECOMMENDED,MEMBER,KICKED,FF,0 POINTS 6 DAYS OFLINE,Dec-28-2024,1,Average player,0,0,0,0,O,0,NO,NO,NO,17,680,10000
261,8118985671,IND.KRISHNO,Dec-11-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Dec-19-2024,,STAY IN GUILD AND COMPLATE YOUR POINTS GOOD LUCK,0,0,0,0,O,0,NO,NO,YES,8,320,10000
262,9304381741,ME BLACK 444,Dec-11-2024,RECOMMENDED,MEMBER,KICKED,FF,ofline,Dec-18-2024,,STAY IN GUILD AND COMPLATE YOUR POINTS GOOD LUCK,0,0,0,0,O,0,NO,NO,YES,7,280,10000
263,9766020774,LUCK8U3N6O5,Dec-12-2024,INVITE BY DEVIL BOY,MEMBER,KICKED,FF,LEFT THE GUILD,Dec-29-2024,1,Average player,0,0,0,0,O,0,NO,NO,YES,17,680,10000
264,3329613787,MR LIPUN,Dec-13-2024,INVITE BY BA NOBITA,MEMBER,KICKED,FF,low point,Dec-30-2024,1,Average player,360,360,0,0,O,0,NO,NO,YES,17,680,10000
265,9638678803,DX REHAN,Dec-18-2024,RECOMMENDED,MEMBER,KICKED,FF,6 DAYS OFFLINE,Dec-26-2024,1,Average player,0,0,0,0,O,0,NO,NO,Yes,8,320,10000
266,6356712696,SAHNI BLACK,Dec-18-2024,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Jan-27-2025,1,Average player,666,666,0,0,O,0,NO,NO,Yes,40,1600,10000
267,2476497742,GOD LEGEND,Dec-19-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-24-2024,,,0,0,0,0,O,0,NO,NO,Yes,5,200,10000
268,3354905539,NG BADAL,Dec-21-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-26-2024,1,Average player,0,0,0,0,O,0,NO,NO,Yes,5,200,10000
269,8172713293,MR RAVI,Dec-21-2024,INVITE BY RTF BAAP JI,MEMBER,KICKED,FF,LEFT THE GUILD,Dec-30-2024,1,Average player,0,0,0,0,O,0,NO,NO,Yes,9,360,10000
270,10076336508,THE DEAD,Dec-23-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jan-27-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,35,1400,10000
271,1960224656,AARYANn,Dec-23-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Jan-27-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,35,1400,10000
272,2791895691,NX THOR,Dec-23-2024,PROFILE,MEMBER,KICKED,FF,LEFT THE GUILD,Dec-27-2024,1,Average player,0,0,0,0,O,0,NO,NO,Yes,4,160,10000
273,3361707588,AIMAANJ1630N,Dec-24-2024,INVITE BY RADHA YT,MEMBER,KICKED,FF,5 DAYS OFFLINE,Jan-23-2025,10,YOU ARE BAN FROM GUILD,0,0,0,0,O,0,NO,NO,Yes,30,1200,10000
274,10114515091,SMOKER,Dec-24-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Jan-27-2025,1,Average player,0,0,0,0,O,0,NO,NO,No,34,1360,10000
275,2677330276,MR YADAV JI,Dec-24-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Dec-25-2024,1,Average player,0,0,0,0,O,0,NO,NO,Yes,1,40,10000
276,2834188286,PARTME4206,Dec-24-2024,RECOMMEND,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Jan-27-2025,1,Average player,453,453,0,0,O,0,NO,NO,Yes,34,1360,10000
277,2738538127,MR SHAHIL,Dec-25-2024,RECOMMENDED,MEMBER,KICKED,FF,left,Dec-26-2024,1,Average player,0,0,0,0,O,0,NO,NO,Yes,1,40,10000
278,9201410168,OPSKBRO,Dec-25-2024,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Jan-27-2025,1,Average player,1079,1079,0,0,O,0,NO,NO,Yes,33,1320,10000
279,8420721960,MUNNA,Dec-25-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Jan-20-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,26,1040,10000
280,4104662491,_MANISH_1204,Dec-26-2024,RECOMMEND,MEMBER,KICKED,FF,24 DAYS OFLINE,Jan-27-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,32,1280,10000
281,2750953218,NXT VANSH,Dec-26-2024,RECOMMEND,MEMBER,IN GUILD,FF,,,,,9009,9009,0,0,O,0,NO,NO,Yes,80,3200,10000
282,1872871888,TG CARPEDIEM,Dec-27-2024,RECOMMEND,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Jan-27-2025,1,Average player,460,460,0,0,O,0,NO,NO,Yes,31,1240,10000
283,9422671741,MR RAJ,Dec-27-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Dec-29-2024,1,Average player,0,0,0,0,O,0,NO,NO,No,2,80,10000
284,2921860768,X RRR  YT,Dec-28-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jan-27-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,30,1200,10000
285,820055715,TNT,Dec-28-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Jan-27-2025,1,Average player,30,30,0,0,O,0,NO,NO,Yes,30,1200,10000
286,8124697937,MANGU YT²,Dec-28-2024,RECOMMENDED,MEMBER,IN GUILD,FF,,,,,11069,11069,0,0,O,0,NO,NO,Yes,78,3120,10000
287,2013141399,BFF PAPIYA,Dec-29-2024,RECOMMEND,MEMBER,KICKED,FF,LEFT,Jan-27-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,29,1160,10000
288,4159827743,ANSH FF KING,Dec-29-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Dec-29-2024,1,Average player,0,0,0,0,O,0,NO,NO,Yes,0,0,10000
289,1727917174,FF AJAY 16,Dec-31-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Jan-27-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,27,1080,10000
290,1162722159,H4X SIZIT,Dec-31-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Jan-20-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,20,800,10000
291,3635507842,RAJU,Jan-1-2025,INVITE BY AARUSH 2M,MEMBER,KICKED,FF,6 DAYS OFFLINE,May-20-2025,1,Average player,1360,1360,0,0,O,0,NO,NO,Yes,139,5560,10000
292,8466757262,BITTU_500,Jan-27-2025,RECOMMEND,MEMBER,KICKED,FF,LEFT,Mar-16-2025,1,Average player,2529,2529,0,0,O,0,NO,NO,Yes,48,1920,10000
293,1508304873,RONNEY FF,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,1,Average player,300,300,0,0,O,0,NO,NO,Yes,21,840,10000
294,3734522728,PAGAL MP40,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Jan-30-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,3,120,10000
295,6255657993,RAISTAR?210,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,2 DAYS OFFLINE,May-20-2025,1,Average player,10,10,0,0,O,0,NO,NO,Yes,113,4520,10000
296,1539175330,MR JERRY⁰⁰⁷,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,7 DAYS OFFLINE & 0 POINTS,Oct-20-2025,1,Average player,360,360,0,0,O,0,NO,NO,Yes,266,10640,10000
297,2296599649,PRASANT1609E,Jan-27-2025,RECOMMEND,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,1,Average player,760,760,0,0,O,0,NO,NO,Yes,21,840,10000
298,2299708754,CUTE BOY A+S,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,1,Average player,510,510,0,0,O,0,NO,NO,Yes,21,840,10000
299,4415994353,SK SOURABH-4,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,5 DAYS OFFLINE,Jul-20-2025,1,Average player,540,540,0,0,O,0,NO,NO,Yes,174,6960,10000
300,4618044292,BAJARNG D,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,1,Average player,100,100,0,0,O,0,NO,NO,Yes,21,840,10000
301,5495841911,CM_LABBI,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,2 DAYS OFFLINE,May-20-2025,1,Average player,50,50,0,0,O,0,NO,NO,Yes,113,4520,10000
302,5809425983,RDX_WARRIOR⁸RRE,Jan-27-2025,Recommended,MEMBER,KICKED,FF,LEFT,Jan-31-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,4,160,10000
303,6756956609,FFKING348574,Jan-27-2025,RECOMMEND,MEMBER,KICKED,FF,LEFT,Mar-9-2025,1,Average player,2872,2872,0,0,O,0,NO,NO,Yes,41,1640,10000
304,6873429846,DRANB LUCKY ,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,1,Average player,560,560,0,0,O,0,NO,NO,YES,21,840,10000
305,7290834121,AK SOHEL K,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Sep-20-2025,1,Average player,230,230,0,0,O,0,NO,NO,Yes,236,9440,10000
306,7384812940,YVER2D5C6,Jan-27-2025,RECOMMEND,MEMBER,KICKED,FF,5 DAYS  OFFLINE,May-20-2025,1,Average player,50,50,0,0,O,0,NO,NO,Yes,113,4520,10000
307,7543823987,SAUSHDBDE,Jan-27-2025,RECOMMEND,MEMBER,KICKED,FF,16 DAYS OFFLINE,Feb-24-2025,1,Average player,3566,3566,0,0,O,0,NO,NO,Yes,28,1120,10000
308,7989991977,UPKABOSS,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Mar-20-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,52,2080,10000
309,8719478384,RICE STAR,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,1,Average player,590,590,0,0,O,0,NO,NO,Yes,21,840,10000
310,8753468772,JAY)SHRIRAM,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Feb-17-2025,1,Average player,3022,3022,0,0,O,0,NO,NO,Yes,21,840,10000
311,9237210479,JASH,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,9 DAYS OFFLINE,May-20-2025,1,Average player,419,419,0,0,O,0,NO,NO,Yes,113,4520,10000
312,9274288092,ZENNET,Mar-4-2025,PROFILE,MEMBER,KICKED,FF,LEFT,Mar-12-2025,10,YOU ARE BAN FROM GUILD,0,0,0,0,O,0,NO,NO,Yes,8,320,10000
313,9289564054,RAISTARBALA,Jan-27-2025,RECOMMEND,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Mar-10-2025,1,Average player,1470,1470,0,0,O,0,NO,NO,Yes,42,1680,10000
314,9875834821,#I'M SOUNYA#,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,5 DAYS OFFLINR,Oct-20-2025,1,Average player,380,380,0,0,O,0,NO,NO,Yes,266,10640,10000
315,9954973667,AADARSH9723,Jan-27-2025,RECOMMEND,MEMBER,KICKED,FF,LEFT,Jan-28-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,1,40,10000
316,10297051275,LOYAL0J8G9@4,Jan-27-2025,RECOMMEND,MEMBER,KICKED,FF,3 DAYS OFFLINE,Oct-20-2025,1,Average player,410,410,0,0,O,0,NO,NO,Yes,266,10640,10000
317,10596862704,PUSPA,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,1,Average player,730,730,0,0,O,0,NO,NO,Yes,21,840,10000
318,7033557508,HONEY5&5,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,1,Average player,280,280,0,0,O,0,NO,NO,Yes,21,840,10000
319,7942554290,UIPKING,Jan-27-2025,RECOMMENDED,MEMBER,KICKED,FF,8 DAYS OFFLINE,May-20-2025,1,Average player,430,430,0,0,O,0,NO,NO,Yes,113,4520,10000
320,2825897165,ADARSH_9932,Feb-27-2025,RECOMMEND,MEMBER,KICKED,FF,7 DAYS OFFLINE,Mar-10-2025,2,Average player,0,0,0,0,O,0,NO,NO,Yes,11,440,10000
321,8511864829,WITH_444,Jan-28-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Jan-30-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,2,80,10000
322,2023865452,PRO SINU,Feb-18-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Feb-27-2025,2,Average player,283,283,0,0,O,0,NO,NO,Yes,9,360,10000
323,8349722557,LOVER,Jan-30-2025,RECOMMENDED,MEMBER,KICKED,FF,2 DAYS OFFLINE,Oct-20-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,263,10520,10000
324,2023246048,JAGUAR 444,Jan-31-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,1,Average player,380,380,0,0,O,0,NO,NO,Yes,17,680,10000
325,2313909256,THURGA,Jan-31-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,2,Average player,280,280,0,0,O,0,NO,NO,Yes,17,680,10000
326,2356483781,JAANI BHAI YT,Jan-31-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,1,Average player,530,530,0,0,O,0,NO,NO,Yes,17,680,10000
327,8910668585,ANGRY_PRIME,Feb-1-2025,RECOMMEND,MEMBER,KICKED,FF,LEFT,Mar-20-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,47,1880,10000
328,7150577044,TL GAMER BOY,Feb-1-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Feb-13-2025,1,Average player,350,350,0,0,O,0,NO,NO,Yes,12,480,10000
329,9143041852,MAXXTION,Feb-12-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-20-2025,10,YOU ARE BAN FROM GUILD,0,0,0,0,O,0,NO,NO,Yes,311,12440,10000
330,9883806879,BADMASH 305,Feb-3-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,1,Average player,500,500,0,0,O,0,NO,NO,Yes,14,560,10000
331,8327224402,DABANPASWN,Feb-4-2025,RECOMMEND,MEMBER,KICKED,FF,LEFT,Oct-20-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,258,10320,10000
332,2583550635,TITEN,Feb-5-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,1,Average player,320,320,0,0,O,0,NO,NO,No,12,480,10000
333,4972144545,SK SAMEER FF,Feb-5-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,1,Average player,370,370,0,0,O,0,NO,NO,No,12,480,10000
334,10736973964,Gemini0T9P8J,Feb-5-2025,INVITE BY PRO SINU,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,1,Average player,190,190,0,0,O,0,NO,NO,Yes,12,480,10000
335,7131423611,SHAHIMKIMG18,Feb-5-2025,RECOMMEND,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,1,Average player,20,20,0,0,O,0,NO,NO,Yes,12,480,10000
336,2129811439,BAD BOY,Feb-6-2025,INVITED BY PRO SINU,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Feb-17-2025,1,Average player,340,340,0,0,O,0,NO,NO,Yes,11,440,10000
337,1807977966,SHIVA FF,Feb-6-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Mar-3-2025,1,Average player,900,900,0,0,O,0,NO,NO,Yes,25,1000,10000
338,6376225517,AYUSH,Feb-7-2025,INVITE BY PRO SINU,MEMBER,KICKED,FF,LEFT,Dec-20-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,316,12640,10000
339,1879727994,SENORITA,Feb-7-2025,RECOMMEND,MEMBER,KICKED,FF,LEFT,Sep-20-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,225,9000,10000
340,953981993,BOSS OSAID,Feb-7-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Feb-19-2025,1,Average player,410,410,0,0,O,0,NO,NO,Yes,12,480,10000
341,2608372864,TG LAXMAN,Feb-7-2025,RECOMMEND,MEMBER,IN GUILD,FF,,,,,1850,1850,0,0,O,0,NO,NO,Yes,37,1480,10000
342,7654203540,SK SAHANSHAH,Feb-9-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-20-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,314,12560,10000
343,1206391718,BHAI3516V,Feb-10-2025,INVITED BY PRO SINU,MEMBER,KICKED,FF,5 DAYS OFFLINE,Feb-24-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,14,560,10000
344,2363885592,SCARY DAD,Feb-11-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Nov-20-2025,10,YOU ARE BAN FROM GUILD,0,0,0,0,O,0,NO,NO,Yes,282,11280,10000
345,2589504170,NAME_TYPE_NOT_DECODED,Feb-11-2025,RECOMMEND,MEMBER,KICKED,FF,4 DAYS OFFLINE,Feb-24-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,13,520,10000
346,1270369113,FF GANGSTER,Feb-13-2025,INVITE BY PRO SINU,MEMBER,KICKED,FF,4 DAYS OFFLINE,Feb-24-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,11,440,10000
347,4524164217,FLEXX HELL,Feb-16-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Mar-13-2025,1,Average player,610,610,0,0,O,0,NO,NO,No,25,1000,10000
348,1963207417,RAJESH,Feb-17-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Mar-3-2025,1,Average player,180,180,0,0,O,0,NO,NO,Yes,14,560,10000
349,3512708170,MR JOKER,Feb-18-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Feb-25-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,7,280,10000
350,8705330131,MR NAITIK 81,Feb-20-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Feb-20-2025,10,YOU ARE BAN FROM GUILD,0,0,0,0,O,0,NO,NO,Yes,0,0,10000
351,3769206760,KING_BOY,Feb-24-2025,RECOMMENDED,MEMBER,KICKED,FF,VIOLENCE OF RULE,Mar-9-2025,10,YOU ARE BAN FROM GUILD,0,0,0,0,O,0,NO,NO,Yes,13,520,10000
352,1508705347,BOOM,Feb-25-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Mar-10-2025,1,Average player,100,100,0,0,O,0,NO,NO,Yes,13,520,10000
353,11206177261,Ava3X1L6r,Feb-27-2025,INVITED BY MOON YT,HELPER,KICKED,FF,9 DAYS OFFLINE,Mar-10-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,11,440,10000
354,9904916497,TG_RK_TRAKE,Feb-28-2025,RECOMMEND,MEMBER,KICKED,FF,LEFT,Mar-1-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,1,40,10000
355,2300442461,5STAR_GAMER,Feb-28-2025,RECOMMEND,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Mar-10-2025,1,Average player,180,180,0,0,O,0,NO,NO,Yes,10,400,10000
356,6858274313,MR RAJPUT 999,Feb-28-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Mar-10-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,10,400,10000
357,8683236268,SB GORKHA,Feb-28-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Mar-2-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,2,80,10000
358,483809372,SANKAR0237X,Feb-28-2025,INVET BY ZENNET,MEMBER,KICKED,FF,LEFT,Mar-8-2025,1,Average player,0,0,0,0,O,0,NO,NO,No,8,320,10000
359,6457287630,GAURAV,Mar-2-2025,RECOMMENDED,MEMBER,KICKED,FF,INSUFFICIENT POINTS,Mar-10-2025,1,Average player,50,50,0,0,O,0,NO,NO,Yes,8,320,10000
360,1684420456,CR7_SHIVAM,Mar-4-2025,RECOMMEND,MEMBER,IN GUILD,FF,,,,,0,0,0,0,O,0,NO,NO,No,12,480,10000
361,1330215464,SHANU,Mar-6-2025,RECOMMENDED,MEMBER,KICKED,FF,VIOLATION OF RULE,Mar-9-2025,10,YOU ARE BAN FROM GUILD,0,0,0,0,O,0,NO,NO,Yes,3,120,10000
362,4857477781,RJ VINAY,Mar-6-2025,INVITE BY MOON YT,MEMBER,IN GUILD,FF,,,,,0,0,0,0,O,0,NO,NO,Yes,10,400,10000
363,6750780497,DARK DIYAM,Mar-6-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Mar-14-2025,1,Average player,0,0,0,0,O,0,NO,NO,No,8,320,10000
364,7671886438,DARK KELLPRO 376,Mar-6-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Mar-7-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,1,40,10000
